image_file,category,signal_source,reason,caption_or_ocr_excerpt
500409712_1004218191829170_6200133773386915434_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"2] MCA SUMMER LEAGUE DIVISION 2 , . “MCA: 2025 | a \ p « Mont?) “fl GAYAN ro Role: Bowler Batting Style: Right Handed Bat Bowling Style: Right-arm Fast Medium ## BLOOMFIELD KNIGHTS vir) ‘]"
500491354_1004215411829448_1305279636323648398_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,aa bone SACHITHANANTHAN ; 2 {  PLAYER PROFILE m4 Fi : G Z a Role: All-rounder : vi Batting Style: Right Handed Bat  Bowling Style: Right-arm Medium Fast ## BLOOMFIELD KNIGHTS ‘©) BLOO jee
500527966_1004215108496145_7556546515601660462_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"{@eay) MCA SUMMER LEAGUE ca DIVISION 2 F 2025 — fr ""A PLAYER PROFILE jaa vr“ Role: All-rounder Batting Style: Right Handed Bat mae. LJ A Bowling Style: Right-arm Fast Medium = ## BLOOMFIELD KNIGHTS Ne — WEES"
500634806_1004906598426996_1441159108181341241_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,aa DMSIONS  = 2025  NAVEEN te ’  PLAYER PROFILE A @ A ole: All-rounder  Batting Style: Right Handed Bat G - =z  Bowling Style: Right-arm Fast Medium |  ## BLOOMFIELD STARS ‘©) SLOOMEFIELD
500706197_1004215045162818_7317637185965603653_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"aa owns row CHINTHAKA i, Dr WIJAYASINGHE® a” GA PLAYER PROFILE - © BLUOWIFIELD"
500708230_1004906175093705_3005811641065276319_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,qe MCA SUMMER LEAGUE DIVISION 3 “MCA 2025 > ie Z > / . Role: Wicket-keeper Batting Style: Right Handed Bat —x ff (so yj AV NA ## BLOOMFIELD STARS A PN | \ —x bE = + ed: ad os
500709505_1007726951478294_8392627191435537889_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,Match 2 ✅ | Bloomfield CC off to a flying start!  A comprehensive victory in our opening game of the MCA League 2025! 💪 Brilliant all-round performance from the team — setting the tone for the season ahead. 🌟 Let’s keep
500709833_1004250458492610_1559418247594284311_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"qe MCA SUMMER LEAGUE 6) DIVISION 2 wee 7075 SET i al NAVEENDR# bead fi Ay , \ se FERNANDO) AB V Role: Bowler \ ‘i Batting Style: Left Handed Bat a Ge Bowling Style: Right-arm Fast Medium , th: a ee fi | BS ): ## BLOOMFIE"
500709844_1007763108141345_1322164488571750266_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,A historic first victory for Bloomfield Stars as they kick off their Division 3 journey! Massive congratulations to the team.This is just the beginning. Here's to many more wins ahead!
500734024_1007728664811456_4135635240526768443_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,🌟 Man of the Match – Hirusha Kavinda Weerasekara 🌟  The star of last season picks up right where he left off! 🔥 A brilliant all-round performance with both bat and ball to seal a convincing win for Bloomfield CC in Match
500736813_1004906625093660_4446583286024951104_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"qe MCA SUMMER LEAGUE DIVISION 3 2025 5) » FERNANDO we, N - EON Role: Bowler Wa 4 Batting Style: Left Handed Bat \. {7 7 Bowling Style: Right-arm Fast Medium —ax oe, ## BLOOMFIELD STARS CSO —a"
500737319_1004215695162753_148786954372643893_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"qe MCA SUMMER LEAGUE DIVISION 2 7  —_ YASAS is _ SA (Oa WE A y y/ Role: All-rounder io Batting Style: Right Handed Bat ii = min DY ” ff, Bowling Style: Right-arm Medium § 3 ee fi | Bs ): ## BLOOMFIELD KNIGHTS N ase y; an"
502608588_1024192156498440_1637190460346900908_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,🔥 Nail-biting finish in a low-scoring thriller! 🔥  Bloomfield Stars held their nerve to seal victory in our 5th match of the MCA League Division 3! 💪🎯 A superb bowling performance paved the way for this hard-fought win.
502857404_9966188180103516_2833042547081897366_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Manual visual override after contact-sheet review.,"a Ve / Vo"", Ve Va _ © PWR @ Mee sae & F ie"
503576316_1012125547705101_9151591857405484709_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Match 4 🏏 🌟 Star of the Match: Buddhika Abeyratne 🌟  A classic half-century from our skipper 🔥 — leading from the front and anchoring the innings with class and composure 💯 Thanks to his brilliant knock, we posted a st"
503747180_1012124154371907_7361949291744787091_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Bloomfield Stars Match 4 – MCA League Division 3, 2025 🌟  A high-scoring thriller that didn’t go our way 💔 Despite a valiant effort with the bat 🏏, Bloomfield Stars fell short in a tough contest. It was a hard day out"
508151604_1021623676755288_578367401751167114_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🎯 Man of the Match: Sanka Silva 🏆  Pure brilliance with his left-arm orthodox magic, weaving a web of mystery around the opposition batters! 🌀🎳 A match-winning spell that set the tone for our second consecutive victory!"
508418229_1021622506755405_3213426750571597611_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,🏏 Back-to-Back Wins! 🔥  A convincing victory for Bloomfield CC in our 3rd match of the MCA Summer League Premier Division! 💪  A brilliant all-round team effort led by a dominant bowling performance sealed our second cons
508444779_1022063146711341_4560336700845366061_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Thrilling Victory for Bloomfield Knights! 💥  A nail-biting finish in our 5th match of the MCA Summer League Division 2, ending with a hard-fought win our 3rd of the season! 🙌  The batters set up a solid platform with a"
508606511_1022064660044523_6103904868488211642_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🏆 Man of the Match: Weera Shalana! 🔥  A maiden fifer in style! 🎯💥 Weerashalana unleashed his right-arm pace to dismantle the opposition batting lineup, delivering a match-winning spell that turned the game in our favour."
509434898_1024193756498280_1098313117177781337_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🎖️ Man of the Match Alert! 🎖️  A brilliant spell by our senior pro Pashma Nanayakkara, leading from the front with a match-winning 4-wicket haul! 🎯🔥 His experience and skill turned the game in our favor in this low-scori"
510721103_1026675679583421_5537638333303866654_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"💥 Fought Hard, Fell Short! 💥  Bloomfield Stars showed great character in the run chase during our 6th match of the MCA League Division 3. 🏏💪 The batters put up a strong fight against a challenging target, but it just was"
512226275_1030467072537615_338758461489901983_n.jpg,03_cricket_team_and_tournament_announcements,caption,Bloomfield cricket context detected (fallback).,"🌟 Proud Moment! 🌟  Our very own senior player, Ralston de Zilva, has made us all proud by representing the Manitoba Provincial Over-40 Team and clinching the title at the Inter-Provincial Masters Cricket Tournament 2025!"
513086474_1026677122916610_9089173239003822487_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🌟 Star of the Match – Once Again! 🌟  Our senior warrior Pashma Nanayakkara rises to the occasion yet again! 💪👏 With a gritty and unbeaten knock, he anchored the innings and led the batting line-up in a hard-fought chase."
515006128_1034425342141788_2711703645058084114_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Comprehensive win in Match 4 - Bloomfield CC! 💪🔥  A dominant performance by the bowling unit restricted the opponents to a low total, and our openers chased it down in style. 🌟 That’s our 3rd consecutive victory in the M"
515012451_1047760860808236_7042690357552849819_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🌟 Star Performer – Bloomfield CC - Match 6 🌟 Hirusha Kavinda spins his magic once again! 🧙‍♂️💫 With his crafty left-arm orthodox, he kept the pressure on and delivered when it mattered most. 🔥🎯 Well bowled, Hiru! 🟡⚫  . ."
515015429_1041101791474143_6334890330523187291_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏 Match 5 | MCA Summer League Premier Division  Another One in the Bag! 💪🔥 Bloomfield CC secures their 4th consecutive win with a dominant all-round performance! Brilliant work by both our batters and bowlers, true team"
515038540_1034426455475010_4665837420506921413_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Man of the Match 🏅🔥  Prageeth Wasala set the tone early with a fiery spell of right-arm pace, dismantling the opponents’ top order and putting Bloomfield CC in control from the start. 💥💪 A match-winning performance that"
515207029_1041102811474041_2200421037791829663_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🏅 Man of the Match – Match 5 | MCA Premier Division  Hirusha Kavinda does it again! 🔥 His second Man of the Match award this season, another brilliant spell with the ball, proving once again why he's our golden arm! 💪🎯 K"
515439024_1034432378807751_4193147243536233989_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Star Performer Yet Again 🌟🔥 Pashma Nanayakkara delivers for the 3rd time in a row this season! The senior man dominated with both bat and ball, leading from the front. 💪 What a talent and an inspiration for Bloomfield St"
515442025_1034435838807405_6503310427013882326_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Record-Breaking Blast! 🚀🔥  Thilina Hettiarachchi smashed the fastest half-century ever for Bloomfield, just 15 balls with 3 fours and 7 massive sixes! 🎯💥  He lit up the ground, scoring an unbelievable 65 runs in the last"
515444342_1034430728807916_2324866648157657390_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"A Hard-Fought Battle 💥 Match 7 in the MCA Summer League Division 3 ended in a narrow defeat for Bloomfield Stars. Tough luck, team. What a fight by both our bowlers and batters right till the end. Proud of the effort! 🙌🏏"
515490787_1034429042141418_3429511374660276030_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Star Performer of the Match 🌟🔥 Despite the defeat, Ludeesha Gunawardena delivered an outstanding spell of right-arm magic, showcasing skill and heart. What a performance! 👏 A true rising star for Bloomfield Knights. 💪✨ ."
515502376_1034428022141520_161123995600066112_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Tough Day Out for the Knights 💔 A forgettable defeat in our MCA Summer League Division 2 match 6. Wasn’t our day, but we’ll keep our heads up and come back stronger. 💪🏏 On to the next one, Bloomfield Knights! . . . . . ."
517108040_1041120871472235_4967106543953505480_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"📸 Memories from Last Week | MCA Summer League 2025  Cherishing the winning moments with our Man of the Match award presentations from both Bloomfield CC and Bloomfield Knights teams! 🏏💙 Proud of the performances, passion"
517401681_1041123131472009_6841690646132506765_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,🏏 Match 8 | MCA Summer League Division 3  Bloomfield Stars Shine Bright Again! 🌟 A comprehensive win to make it our 4th victory of the season! Top-notch performances from both batters and bowlers sealed the game in style
518277242_1041125254805130_101310158743162671_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🏅 Man of the Match – Match 8 | MCA League Division 3  A solid all-round performance by Ishara Lekamge! 💪 Played a composed knock, narrowly missing a half-century, and backed it up with 2 key wickets with the ball. A true"
518356542_1047759710808351_2416177936030938884_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Bloomfield CC Match 6 – MCA Premier Division 2025  A tough day at the office for Bloomfield CC. Things didn’t go our way this time, a pretty unfortunate loss. Hard luck, team! Let’s regroup and come back stronger. 💪🟡⚫"
522730834_1049605003957155_6242441079325443078_n.jpg,05_community_events_mixed,caption,Matched community/culture event keywords.,"🏏The 17th Annual Bloomfield Sixes is Happening! 🏏 Presented by Bloomfield Cricket Club  📅 Date: Saturday, July 26th 📍 Venue: St. Vital Park Soccer Grounds, Winnipeg  Join us for a thrilling day of six-a-side cricket, com"
535954598_1072934244957564_7010174243430709302_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,🌟 Star Performer – Bloomfield Stars (Match 11) 🌟  A bright spark in a tough game – Himasha Jayawardane delivered an impactful all-round performance with both bat and ball! 🔥👏 The young and emerging talent continues to ma
536264678_1072167848367537_630804958798771996_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"⭐ Star Performer – Bloomfield Knights - Match 8 ⭐  In a tense, low-scoring battle, our experienced campaigner Anuradha Kariyawasam shone with both bat and ball! 🎯🏏 His all-round effort was a standout in the game, showcas"
536270408_1072164525034536_2771834714778127066_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🌟 MVP of the Match – Bloomfield CC (Match 7) 🌟  Despite the tough loss, our vice-captain Suren Tharanga Darshana stood tall with a gritty and determined knock 👏. Falling just short of another well-deserved half-century,"
536283856_1073931971524458_4718249785644350744_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,MATCH 8 ✅ | Bloomfield CC – MCA Premier Division 2025  What a comeback victory! 💪🔥 The boys showed true character and teamwork to bounce back in style. A complete team effort that keeps our season alive and kicking. 👏💙
536290112_1072159191701736_7076279967343891321_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"a y AM was Ly @) aS ie = See, AN, AX we Oe RQ en eee CUNY, — w Se I ee = .MOAISUMMERLEAGUE™ DIVISION; MATCHRT “Mn Ve e- Pe.S 2 ish) tee ee eel mee ee 4 MAVERICKS BLOOMFIELD STARS Gays ‘ | 238-6 132-10 te da. ABHISHEK BHA"
537144593_1073933691524286_7914610241566554372_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"MAN OF THE MATCH 🏅 | Match 8 – MCA Premier Division 2025  For the 4th time this season, it’s none other than @Hirusha Weerasekara! 🌟 His all-round brilliance once again proved unstoppable, a true match-winner in every se"
537722677_1072159011701754_3634973480066722363_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"MATCH oe intel MCA SUMMER LEAGUE - PREMIER DIVISION - MATCH 07 HAKUNA MATATA BLOOMFIELD CC 213-8 (744-10 DEEPAMKUMAR PATEL 85 (@3) ‘SUREN DADALLAGE 47 (50) RAHI PATEL 61 fea SILVA 24 (24) PARTH PATEL 25 (18)|)"""" MADHURAN"
538287475_1072159098368412_2572851267681231639_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"ae BLOOMFIELD KIGHTS _(‘#»)] wy 124-10 125-7 NN) ANURADHA KARIYAWASAM 26 (39) ™™ ""34 (19) ™ Sej= ware i 6 ee al ~ ~~ THULASIRAM __ 18 (22) 8 r : NILESHNARENDRAN 14 (16) 5 [GURWINDERSINGHT S28), W. WEERASHALANA 14 (22) HA"
541992491_1082116084039380_2269328250657595409_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"Man of the Match – Sanka Silva ⭐  A classy all-round performance that sealed the game! 🔥 Great to see him back in form, reminding everyone of the true talent he is for Bloomfield. 💙  . . . . . . . . . . #BloomfieldCricke"
542306643_1082126720704983_5777635475691961275_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 9 | Bloomfield Knights – MCA League Division 2 2025 ✨  Another close battle that could have gone our way, but we fell just short this time. 💔 Injuries continue to test the team, making it tough days on the field."
542688897_1082128484038140_3041035299039153551_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,🔥 Star Performer – Buddhi Rasathmaka 🌟  The experienced campaigner and vice-captain led from the front with his mystery spin and classy left-handed batting. 🏏💪 Fought hard till the end a true pillar for the Knights! 💙🛡️
543334198_1082114427372879_1059013563328515515_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 9 | Bloomfield CC – MCA Premier Division 2025 🏆  Another commanding win for Bloomfield CC! 💪 A complete display of all-round cricketing brilliance, leaving no room for the opposition. 🔥 One step closer to the big"
545670635_10172100717905414_8924196383265894792_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,"NS \\ \ ] / ] S ——— Em =< \ - ¢ ri} / “a —— ""* jaa, BP bh ae |) ee Sate) eM ke R — | ' si). rAd | wT @ ash |"
545860542_1088347410082914_6117077226264794275_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🔥 Match 10 | MCA League Division 2 - 2025 🔥  What a fight from the Knights! 💪 A stunning 💯+ stand from the top order had us charging strong, but the game slipped away in the final moments. 😔 Another close battle, so clos"
545901863_1088073823443606_6628771888011878071_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"Back-to-back brilliance! 🌟🔥  For the second match in a row, Sanka Silva delivers an all-round masterclass, a solid opening stand with the bat and a magical left-arm spell with the ball. 💥 A true game-changer for Bloomfie"
545967826_10172100717925414_8068603395201956935_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,2 ie dam SG fy Wd { | y 7 im = 1 é = | y ! ~2ie a ieee ie : =. <——
546416027_10172100718345414_6673173428620800353_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,"| = sf aly a eines a . h, "" = 7 r —_ = fj . ose - \ ie Za zi | N Se"
546417758_1088787906705531_3762115490458616008_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"= ri BLOOMFIELD STARS y LEADING MVP a POINTS 2025 season 1 Bere eit 53.2 Ie a. /g~N 2 ISHARALEKAMGE 45.6 Nem 3 NAVEEN FERNANDO 30.5 = 4 eaeienmiedietsien 28.25 > g KRISHANTHACHAMARA = 19,3 av “4y"
546613559_1088787863372202_6038329194721746559_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"BLOOMFIELD STARS : ee . ws ‘ Seen ~ 4 , » LEADING WICKETS ae TAKERS ome 2025 season J PASHMA NANAYAKKARA Z 1 Inn : g | Econ : 6.07 | Avg : 15 | Overs : 35.1| Runs : 213 | Maidens : 2 14 \ he Inn : 8 | Econ : 9.16 | Avg :"
546617204_10172100717915414_5987928632981191297_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,. ee i = ae = = > | -\ ‘Ss / = \ = ] j 3 2 OL OD | ae
546619861_1088787813372207_4837036035698477670_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"| MCA LEAGUE 2025 ys A < > ‘ mca: DIVISION 3 — BLOOMFIELD STARS = ,. ="" LEADING RUNS SS 2025 season y Pe » 1 aida tata ea ahr 1148:2716s:3 296 - ) 2 PASHMA NANAYAKKARA 172 a Inn: 8 | Avg: 28] SR:941HS:77150s:11 45:15 6s:"
546621941_1088351906749131_3528187960532946649_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"⭐ Star Performer – Match 10 ⭐  The experienced campaigner, Nilesh Narendran, led from the front! 🙌 With an outstanding all-round show with both bat and ball, he gave the Knights a real fighting chance. 💪🔥 True backbone o"
546630351_10172100717920414_8158934670806527705_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,"| | = —$—$$ Ey COURTYARD | De ce aA | ea A SG \ = A A  <y fi ig} | i | = 1 Ry bs  Ss Po | ee PY, “a"
547033937_10172100718395414_3777495266276516879_n.jpg,05_community_events_mixed,ocr,Manual visual override after contact-sheet review.,SS: a —_ ot) aay : a
547071246_1088345133416475_1072290652938749279_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 10 | Bloomfield CC – MCA Premier Division 2025 🏆  A tough day out for Bloomfield CC with an unexpected close defeat in challenging weather conditions. ❄️ It wasn’t our day, but the fight was always there until the"
547281464_1088764703374518_8415261096384703270_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,🏆 Player of the Match – Match 12 🏆  @Dhananjaya Chandrasekara steps up in style to close out the season! 🔥 Valuable runs with the bat sealed the victory and wrapped up the Stars’ campaign on a high note. 🌟👏 What a way to
547374311_1088757043375284_8643603160159896535_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"✨ Match 12 | MCA League Division 3 - 2025 ✨  The Stars finish their season in style with a comprehensive victory! 🌟👏  It’s been a great journey in MCA Division 3 this year – full of fight, passion, and memories. 💙 A perf"
548309676_1093582652892723_7045740450011075556_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 11 | Bloomfield CC – MCA League - Premier Division 2025 💫  A comprehensive victory for Bloomfield in a reduced-over thriller keeps our tournament hopes alive! 🌟 With this win, we still remain in contention for a t"
549785073_1093584786225843_4167774226669310855_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🏆 Man of the Match – Match 11 🏆  None other than our shining all-rounder Hirusha Weerasekara! 🌟 His 5th Man of the Match award this season, proving once again why he’s a true match-winner. 🔥  With this performance, Hirus"
555938929_1101995382051450_6773915064702288289_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 12 | MCA League Division 2, 2025 ⚔️  The Knights finished the season in style with a commanding victory! 💥 A strong ending that shows the spirit, fight, and determination to come back even stronger next year. 💪💙 C"
556022252_1101973598720295_2272905670888771729_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏏Match 11 | MCA League Division 2, 2025 ⚔️  It just wasn’t the day for the Knights. A tough outing and a bit of hard luck for the team this time around. Onwards and upwards to the next battle! 💪🟦  . . . . . . . . . . #Bl"
556030342_1101996452051343_4117934580392356822_n.jpg,01_cricket_matches_and_action,caption,Matched match/game/action cricket keywords.,"🏆 Player of the Match – Match 12 | MCA League Division 2, 2025 🏆  Captain Shehan Senarath once again led from the front, shining with both bat and ball to seal a comprehensive win for the Knights in the season finale! 💪⚔"
557051141_1104348628482792_3636044420712332578_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,|— G) BLOOMFIELD KNIGHTS ee LEADINGRUNS Ye 75 SCORERS 6 | 2025 season ui a h ‘ a \ a); 2 ee eee nies 203|= 7 - 4 WEERAKKODIGE WEERASHALANA 716 on >.
557496431_1101975015386820_4614097653894704246_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,"🌟 Star Performer – Match 11 | MCA League Division 2, 2025 🌟  Skipper Shehan Senarath led from the front, delivering with both ball and bat in a tough contest. True leadership on display, setting the tone for the Knights!"
557786715_1104348758482779_4044820798019075150_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"C2 dwiston2 *. TAKERS «.., 2025 season ¥ z r Be  WEERAKKODIGE WEERASHALANA 17 / Inn : 11 | Econ : 7.07 | Avg : 20 | Overs : 48.3 | Runs : 343 | Maidens :1 sa - 2 SHEHAN SENARATH 12 Inn : 7 | Econ : 5.70 | Avg : 14 | Over"
564595974_1116060067311648_5167933594628499077_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,"* * EI MCA LEAGUE 2025 a * . oe - cise PREMIER DIVISION ‘ | , - ne BLOOMFIELD CC —— LEADING WICKETS +. ae TAKERS — °o season af \ / 2 SUREN DADALLAGE 13 ex Inn : 10 | Econ : 4.18 | Avg : 15 | Overs : 49 | Runs : 205 | Ma"
564654182_1116060110644977_5128938441793688636_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,",. : MCA LEAGUE 2025 ' Ad . e = = PREMIER DIVISION on os ao POINTS = 2025 season Al P etre isha seer aba 92.7 ‘ 3 SUREN DADALLAGE 50.7 2 JOHN MENDIS 4 RP: 27.40| WP: 4|CP:1]RO-P:2|BP:3 37.4 HOTA SB retin tert emda 32.2"
564701303_1116060013978320_7504399307551700865_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"(Pi, ' ‘ ‘ y BLOOMFIELD CC a ost aay)  LEADINGRUNS (=A) #e®  SCORERS >=)  2025 season - ‘\ - 4 MADHURANGA BANDARA ay Z3  3 Inn: 9 | Avg : 351 SR: 96] HS: 62| 50s :1] 45:28] 6s:3 : & a sti"
581265872_1137999018451086_9071290500975919633_n.jpg,04_social_entertainment_low_priority,caption,Matched social/entertainment keywords.,Bloomfield Year End Party & Awards Night 2025. Excited to see you all there !
587012695_1148161127434875_2881330677591112031_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield CC - Best Bowler - Hirusha Weerasekara
587076095_1148163407434647_2580795714119931768_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,".) “ s eS \e WBE IN a / y | a \ Sas D Sha ADS \e % , c-) x A —_— . : i ~ : és | ee 5 od oe * \) } gs - 4 eat i ci Bh a as es ogg ss so Sa? ‘i ee os 14d (ee ee? Me, eee ay 8S) OS ed ae 3. i, Sees RES ee an i a a peeenenaN"
587076125_1148163520767969_2258304528722019760_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"se j mo S\!/ F i, a x if y a ia A \ Vj is = i Set ee <a alte, | : Ss CO Ven SN Geen | SQ VS LQ es sg A oS ea SS LS, Se y ve a & L Wings AS Neate APA if ey Sa ON My. Sue Jan / a & SS CME EE: al Ge / ©: ’ Ost, ts ee) ea 2"
587085095_1148164124101242_1438739321980068209_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,‘ y | -—Sea  Ly ane ia  Tt <> Ss s ' OS ;  . ‘—_ eet me i” \W /  ~~ m. Bloomfield Cricket and Cultural Cub | i = Lpnual Puards and Get Dagether 2025 r A ‘A s oes | _— -_.
587085107_1148164070767914_4529931153089212523_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,"i "" ve QR 5 j ia.” | “ee | A me \. RY: cl ‘9 F) r o the r : . eA SY » A — e deeeee. aN | oe < — f — ay Fy ae ne n ll a eta —.2 Ye aed); | oh ‘ “ “a sagil = Smet . pig ewe, be \ ee f ca ; "" Le f pos. 2 f a _— | i ee oe yt"
587111240_1148164494101205_3454001617145326770_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"<2 “> ‘@ kee. ; - ,* ‘ ” < as S Boonfeld Cries and Caderal Ces Lprwal Hooards and Get Jogether 2025"
587133284_1148157887435199_8290723398475326013_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Knights - Best Bowler - Chinthaka Wijayasinghe
587133284_1148163844101270_5201787081668240753_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,: ie : 4 #s  be % 4 ‘ \ay  ae) * nd ; : fe + 4 ) eh ~~ ' - _ : i x Bloomfield Crichet and Cultural Clb Neem i nual Beards and Gee Dagethor 2025
587187587_1148163184101336_7140070304610458790_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"Ni NS * Y et ed » £: ae "" we in oe ': aA’ . rf \i an ; \ ae 4 : sa) S. &  se ™ uy » oN A  emer x “af Re \\ we e  : — veal AN 4. - 4 ; r dy Ny)"
